constructorId,constructor_name,year,era,entries,total_dnfs,mechanical_dnfs,accident_dnfs,other_dnfs,total_points,total_wins,pts_lost_to_dnf,dnf_rate,mechanical_dnf_rate,reliability_index,rolling3_reliability,era_reliability,era_mech_dnf_rate
1,McLaren,2009,V8,34,9,2,6,1,71.0,2,0.0,0.2647058823529412,0.058823529411764705,0.7352941176470589,0.8458605664488018,0.8231292517006803,0.07142857142857142
1,McLaren,2010,V8,38,6,2,3,1,454.0,5,0.0,0.15789473684210525,0.05263157894736842,0.8421052631578947,0.8128368306386883,0.8231292517006803,0.07142857142857142
1,McLaren,2011,V8,38,5,3,2,0,497.0,6,0.0,0.13157894736842105,0.07894736842105263,0.868421052631579,0.8152734778121774,0.8231292517006803,0.07142857142857142
1,McLaren,2012,V8,40,9,4,5,0,378.0,7,0.0,0.225,0.1,0.775,0.8285087719298246,0.8231292517006803,0.07142857142857142
1,McLaren,2013,V8,38,3,2,0,1,122.0,0,0.0,0.07894736842105263,0.05263157894736842,0.9210526315789473,0.8548245614035087,0.8231292517006803,0.07142857142857142
1,McLaren,2014,Hybrid,38,3,2,0,1,181.0,0,0.0,0.07894736842105263,0.05263157894736842,0.9210526315789473,0.8723684210526317,0.7151898734177216,0.189873417721519
1,McLaren,2015,Hybrid,38,14,8,2,4,27.0,0,0.0,0.3684210526315789,0.21052631578947367,0.631578947368421,0.8245614035087719,0.7151898734177216,0.189873417721519
1,McLaren,2016,Hybrid,42,10,8,2,0,76.0,0,0.0,0.23809523809523808,0.19047619047619047,0.7619047619047619,0.7715121136173767,0.7151898734177216,0.189873417721519
1,McLaren,2017,Hybrid,40,18,12,6,0,30.0,0,0.0,0.45,0.3,0.55,0.647827903091061,0.7151898734177216,0.189873417721519
2,BMW Sauber,2006,V8,36,9,4,4,1,36.0,0,0.0,0.25,0.1111111111111111,0.75,0.75,0.8357142857142857,0.09285714285714286
2,BMW Sauber,2007,V8,34,6,5,1,0,101.0,0,0.0,0.17647058823529413,0.14705882352941177,0.8235294117647058,0.7867647058823529,0.8357142857142857,0.09285714285714286
2,BMW Sauber,2008,V8,36,2,0,2,0,135.0,1,2.0,0.05555555555555555,0.0,0.9444444444444444,0.8393246187363834,0.8357142857142857,0.09285714285714286
2,BMW Sauber,2009,V8,34,6,4,2,0,36.0,0,0.0,0.17647058823529413,0.11764705882352941,0.8235294117647058,0.863834422657952,0.8357142857142857,0.09285714285714286
3,Williams,1975,Pre-V10,27,20,12,1,7,6.0,0,0.0,0.7407407407407407,0.4444444444444444,0.2592592592592593,0.2592592592592593,0.5981981981981982,0.26666666666666666
3,Williams,1976,Pre-V10,2,1,0,0,1,0.0,0,0.0,0.5,0.0,0.5,0.37962962962962965,0.5981981981981982,0.26666666666666666
3,Williams,1978,Pre-V10,16,7,6,1,0,11.0,0,0.0,0.4375,0.375,0.5625,0.44058641975308643,0.5981981981981982,0.26666666666666666
3,Williams,1979,Pre-V10,30,12,9,3,0,75.0,5,0.0,0.4,0.3,0.6,0.5541666666666667,0.5981981981981982,0.26666666666666666
3,Williams,1980,Pre-V10,38,12,5,1,6,120.0,6,0.0,0.3157894736842105,0.13157894736842105,0.6842105263157895,0.6155701754385965,0.5981981981981982,0.26666666666666666
3,Williams,1981,Pre-V10,30,7,3,4,0,95.0,4,0.0,0.23333333333333334,0.1,0.7666666666666666,0.683625730994152,0.5981981981981982,0.26666666666666666
3,Williams,1982,Pre-V10,30,12,5,6,1,58.0,1,14.0,0.4,0.16666666666666666,0.6,0.683625730994152,0.5981981981981982,0.26666666666666666
3,Williams,1983,Pre-V10,31,11,6,2,3,38.0,1,2.0,0.3548387096774194,0.1935483870967742,0.6451612903225806,0.6706093189964157,0.5981981981981982,0.26666666666666666
3,Williams,1984,Pre-V10,32,23,22,1,0,25.5,1,20.0,0.71875,0.6875,0.28125,0.5088037634408602,0.5981981981981982,0.26666666666666666
3,Williams,1985,Pre-V10,32,15,12,2,1,71.0,4,0.0,0.46875,0.375,0.53125,0.4858870967741935,0.5981981981981982,0.26666666666666666
3,Williams,1986,Pre-V10,32,8,6,2,0,141.0,9,0.0,0.25,0.1875,0.75,0.5208333333333334,0.5981981981981982,0.26666666666666666
3,Williams,1987,Pre-V10,32,11,8,2,1,137.0,9,2.0,0.34375,0.25,0.65625,0.6458333333333334,0.5981981981981982,0.26666666666666666
3,Williams,1988,Pre-V10,32,20,13,6,1,20.0,0,0.0,0.625,0.40625,0.375,0.59375,0.5981981981981982,0.26666666666666666
3,Williams,1989,Pre-V10,32,12,10,2,0,77.0,2,0.0,0.375,0.3125,0.625,0.5520833333333334,0.5981981981981982,0.26666666666666666
3,Williams,1990,Pre-V10,32,11,9,1,1,57.0,2,0.0,0.34375,0.28125,0.65625,0.5520833333333334,0.5981981981981982,0.26666666666666666
3,Williams,1991,Pre-V10,32,12,7,4,1,125.0,7,8.0,0.375,0.21875,0.625,0.6354166666666666,0.5981981981981982,0.26666666666666666
3,Williams,1992,Pre-V10,32,10,5,5,0,164.0,10,4.0,0.3125,0.15625,0.6875,0.65625,0.5981981981981982,0.26666666666666666
3,Williams,1993,Pre-V10,32,7,5,2,0,168.0,10,0.0,0.21875,0.15625,0.78125,0.6979166666666666,0.5981981981981982,0.26666666666666666
3,Williams,1994,Pre-V10,31,12,5,7,0,118.0,7,8.0,0.3870967741935484,0.16129032258064516,0.6129032258064516,0.6938844086021505,0.5981981981981982,0.26666666666666666
3,Williams,1995,V10,34,15,6,9,0,118.0,5,0.0,0.4411764705882353,0.17647058823529413,0.5588235294117647,0.6509922517394054,0.6505376344086021,0.17473118279569894
3,Williams,1996,V10,32,8,4,4,0,175.0,12,4.0,0.25,0.125,0.75,0.6405755850727388,0.6505376344086021,0.17473118279569894
3,Williams,1997,V10,34,12,3,7,2,123.0,8,4.0,0.35294117647058826,0.08823529411764706,0.6470588235294117,0.6519607843137255,0.6505376344086021,0.17473118279569894
3,Williams,1998,V10,32,8,2,6,0,38.0,0,0.0,0.25,0.0625,0.75,0.7156862745098039,0.6505376344086021,0.17473118279569894
3,Williams,1999,V10,32,15,9,6,0,35.0,0,1.0,0.46875,0.28125,0.53125,0.6427696078431372,0.6505376344086021,0.17473118279569894
3,Williams,2000,V10,34,16,11,5,0,36.0,0,1.0,0.47058823529411764,0.3235294117647059,0.5294117647058824,0.6035539215686274,0.6505376344086021,0.17473118279569894
3,Williams,2001,V10,34,18,11,7,0,80.0,4,0.0,0.5294117647058824,0.3235294117647059,0.47058823529411764,0.5104166666666666,0.6505376344086021,0.17473118279569894
3,Williams,2002,V10,34,9,6,2,1,92.0,1,6.0,0.2647058823529412,0.17647058823529413,0.7352941176470589,0.5784313725490197,0.6505376344086021,0.17473118279569894
3,Williams,2003,V10,32,5,2,3,0,144.0,4,0.0,0.15625,0.0625,0.84375,0.6832107843137255,0.6505376344086021,0.17473118279569894
3,Williams,2004,V10,36,11,6,2,3,88.0,1,1.0,0.3055555555555556,0.16666666666666666,0.6944444444444444,0.7578295206971677,0.6505376344086021,0.17473118279569894
3,Williams,2005,V10,38,13,5,6,2,66.0,0,0.0,0.34210526315789475,0.13157894736842105,0.6578947368421053,0.7320297270955165,0.6505376344086021,0.17473118279569894
3,Williams,2006,V8,36,20,10,10,0,11.0,0,0.0,0.5555555555555556,0.2777777777777778,0.4444444444444444,0.5989278752436648,0.7585034013605443,0.1054421768707483
3,Williams,2007,V8,34,8,4,4,0,33.0,0,0.0,0.23529411764705882,0.11764705882352941,0.7647058823529411,0.6223483545464971,0.7585034013605443,0.1054421768707483
3,Williams,2008,V8,36,4,1,3,0,26.0,0,0.0,0.1111111111111111,0.027777777777777776,0.8888888888888888,0.6993464052287582,0.7585034013605443,0.1054421768707483
3,Williams,2009,V8,34,6,2,3,1,34.5,0,0.0,0.17647058823529413,0.058823529411764705,0.8235294117647058,0.8257080610021785,0.7585034013605443,0.1054421768707483
3,Williams,2010,V8,38,6,3,3,0,69.0,0,0.0,0.15789473684210525,0.07894736842105263,0.8421052631578947,0.8515078546038297,0.7585034013605443,0.1054421768707483
3,Williams,2011,V8,38,10,7,1,2,5.0,0,0.0,0.2631578947368421,0.18421052631578946,0.736842105263158,0.8008255933952527,0.7585034013605443,0.1054421768707483
3,Williams,2012,V8,40,12,3,7,2,76.0,1,0.0,0.3,0.075,0.7,0.7596491228070176,0.7585034013605443,0.1054421768707483
3,Williams,2013,V8,38,5,1,3,1,5.0,0,0.0,0.13157894736842105,0.02631578947368421,0.868421052631579,0.768421052631579,0.7585034013605443,0.1054421768707483
3,Williams,2014,Hybrid,38,5,1,4,0,320.0,0,0.0,0.13157894736842105,0.02631578947368421,0.868421052631579,0.812280701754386,0.8354430379746836,0.0759493670886076
3,Williams,2015,Hybrid,38,7,2,1,4,257.0,0,2.0,0.18421052631578946,0.05263157894736842,0.8157894736842105,0.850877192982456,0.8354430379746836,0.0759493670886076
3,Williams,2016,Hybrid,42,6,4,1,1,138.0,0,0.0,0.14285714285714285,0.09523809523809523,0.8571428571428572,0.8471177944862157,0.8354430379746836,0.0759493670886076
3,Williams,2017,Hybrid,40,8,5,3,0,83.0,0,0.0,0.2,0.125,0.8,0.8243107769423559,0.8354430379746836,0.0759493670886076
4,Renault,1977,Pre-V10,5,5,4,0,1,0.0,0,0.0,1.0,0.8,0.0,0.0,0.38528138528138534,0.42424242424242425
4,Renault,1978,Pre-V10,14,10,9,0,1,3.0,0,0.0,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.14285714285714285,0.38528138528138534,0.42424242424242425
4,Renault,1979,Pre-V10,30,22,16,4,2,26.0,1,0.0,0.7333333333333333,0.5333333333333333,0.2666666666666667,0.18412698412698414,0.38528138528138534,0.42424242424242425
4,Renault,1980,Pre-V10,27,16,13,1,2,38.0,3,0.0,0.5925925925925926,0.48148148148148145,0.40740740740740744,0.3199294532627866,0.38528138528138534,0.42424242424242425
4,Renault,1981,Pre-V10,30,17,8,8,1,54.0,3,2.0,0.5666666666666667,0.26666666666666666,0.43333333333333335,0.36913580246913585,0.38528138528138534,0.42424242424242425
4,Renault,1982,Pre-V10,32,21,11,9,1,62.0,4,14.0,0.65625,0.34375,0.34375,0.39483024691358026,0.38528138528138534,0.42424242424242425
4,Renault,1983,Pre-V10,30,11,10,1,0,79.0,4,0.0,0.36666666666666664,0.3333333333333333,0.6333333333333333,0.4701388888888889,0.38528138528138534,0.42424242424242425
4,Renault,1984,Pre-V10,32,22,14,7,1,34.0,0,17.0,0.6875,0.4375,0.3125,0.4298611111111111,0.38528138528138534,0.42424242424242425
4,Renault,1985,Pre-V10,31,18,13,5,0,16.0,0,2.0,0.5806451612903226,0.41935483870967744,0.4193548387096774,0.45506272401433695,0.38528138528138534,0.42424242424242425
4,Renault,2002,V10,34,18,13,5,0,23.0,0,1.0,0.5294117647058824,0.38235294117647056,0.47058823529411764,0.400814358001265,0.6857142857142857,0.20714285714285716
4,Renault,2003,V10,32,10,8,2,0,88.0,1,0.0,0.3125,0.25,0.6875,0.525814358001265,0.6857142857142857,0.20714285714285716
