constructorId,constructor_name,year,era,entries,total_dnfs,mechanical_dnfs,accident_dnfs,other_dnfs,total_points,total_wins,pts_lost_to_dnf,dnf_rate,mechanical_dnf_rate,reliability_index,rolling3_reliability,era_reliability,era_mech_dnf_rate
4,Renault,2004,V10,36,8,5,3,0,105.0,1,0.0,0.2222222222222222,0.1388888888888889,0.7777777777777778,0.6452886710239651,0.6857142857142857,0.20714285714285716
4,Renault,2005,V10,38,8,3,3,2,191.0,8,1.0,0.21052631578947367,0.07894736842105263,0.7894736842105263,0.7515838206627681,0.6857142857142857,0.20714285714285716
4,Renault,2006,V8,36,4,3,1,0,206.0,8,0.0,0.1111111111111111,0.08333333333333333,0.8888888888888888,0.8187134502923977,0.7962962962962963,0.07407407407407407
4,Renault,2007,V8,34,5,2,2,1,51.0,0,0.0,0.14705882352941177,0.058823529411764705,0.8529411764705882,0.8437679165233346,0.7962962962962963,0.07407407407407407
4,Renault,2008,V8,36,12,4,8,0,80.0,2,0.0,0.3333333333333333,0.1111111111111111,0.6666666666666667,0.8028322440087146,0.7962962962962963,0.07407407407407407
4,Renault,2009,V8,34,7,2,4,1,26.0,0,0.0,0.20588235294117646,0.058823529411764705,0.7941176470588236,0.7712418300653594,0.7962962962962963,0.07407407407407407
4,Renault,2010,V8,38,9,5,3,1,163.0,0,0.0,0.23684210526315788,0.13157894736842105,0.7631578947368421,0.7413140694874442,0.7962962962962963,0.07407407407407407
4,Renault,2011,V8,38,7,0,7,0,73.0,0,0.0,0.18421052631578946,0.0,0.8157894736842105,0.7910216718266255,0.7962962962962963,0.07407407407407407
4,Renault,2016,Hybrid,42,11,5,4,2,8.0,0,0.0,0.2619047619047619,0.11904761904761904,0.7380952380952381,0.7723475355054302,0.6951219512195121,0.2073170731707317
4,Renault,2017,Hybrid,40,14,12,2,0,57.0,0,0.0,0.35,0.3,0.65,0.7346282372598162,0.6951219512195121,0.2073170731707317
5,Toro Rosso,2006,V8,36,10,4,6,0,1.0,0,0.0,0.2777777777777778,0.1111111111111111,0.7222222222222222,0.7222222222222222,0.7108843537414966,0.12585034013605442
5,Toro Rosso,2007,V8,34,19,7,9,3,8.0,0,0.0,0.5588235294117647,0.20588235294117646,0.4411764705882353,0.5816993464052287,0.7108843537414966,0.12585034013605442
5,Toro Rosso,2008,V8,36,11,5,6,0,39.0,1,6.0,0.3055555555555556,0.1388888888888889,0.6944444444444444,0.619281045751634,0.7108843537414966,0.12585034013605442
5,Toro Rosso,2009,V8,34,14,6,7,1,8.0,0,0.0,0.4117647058823529,0.17647058823529413,0.5882352941176471,0.5746187363834422,0.7108843537414966,0.12585034013605442
5,Toro Rosso,2010,V8,38,8,4,4,0,13.0,0,0.0,0.21052631578947367,0.10526315789473684,0.7894736842105263,0.6907178075908726,0.7108843537414966,0.12585034013605442
5,Toro Rosso,2011,V8,38,9,5,4,0,41.0,0,0.0,0.23684210526315788,0.13157894736842105,0.7631578947368421,0.713622291021672,0.7108843537414966,0.12585034013605442
5,Toro Rosso,2012,V8,40,5,2,2,1,26.0,0,0.0,0.125,0.05,0.875,0.8092105263157895,0.7108843537414966,0.12585034013605442
5,Toro Rosso,2013,V8,38,9,4,3,2,33.0,0,0.0,0.23684210526315788,0.10526315789473684,0.7631578947368421,0.8004385964912281,0.7108843537414966,0.12585034013605442
5,Toro Rosso,2014,Hybrid,38,10,9,0,1,30.0,0,0.0,0.2631578947368421,0.23684210526315788,0.736842105263158,0.7916666666666666,0.7151898734177216,0.189873417721519
5,Toro Rosso,2015,Hybrid,38,12,9,2,1,67.0,0,0.0,0.3157894736842105,0.23684210526315788,0.6842105263157895,0.7280701754385966,0.7151898734177216,0.189873417721519
5,Toro Rosso,2016,Hybrid,42,10,5,2,3,63.0,0,0.0,0.23809523809523808,0.11904761904761904,0.7619047619047619,0.7276524644945698,0.7151898734177216,0.189873417721519
5,Toro Rosso,2017,Hybrid,40,13,7,6,0,53.0,0,0.0,0.325,0.175,0.675,0.7070384294068505,0.7151898734177216,0.189873417721519
6,Ferrari,1950,Pre-V10,14,7,6,0,1,18.0,0,4.0,0.5,0.42857142857142855,0.5,0.5,0.5828267477203648,0.29103343465045595
6,Ferrari,1951,Pre-V10,33,10,7,2,1,86.0,3,0.0,0.30303030303030304,0.21212121212121213,0.696969696969697,0.5984848484848485,0.5828267477203648,0.29103343465045595
6,Ferrari,1952,Pre-V10,49,17,9,2,6,120.5,7,2.0,0.3469387755102041,0.1836734693877551,0.653061224489796,0.616676973819831,0.5828267477203648,0.29103343465045595
6,Ferrari,1953,Pre-V10,48,12,6,4,2,122.5,7,1.0,0.25,0.125,0.75,0.7000103071531644,0.5828267477203648,0.29103343465045595
6,Ferrari,1954,Pre-V10,47,22,19,2,1,80.28,2,11.0,0.46808510638297873,0.40425531914893614,0.5319148936170213,0.6449920393689391,0.5828267477203648,0.29103343465045595
6,Ferrari,1955,Pre-V10,31,10,6,0,4,33.99,1,2.0,0.3225806451612903,0.1935483870967742,0.6774193548387097,0.6531114161519104,0.5828267477203648,0.29103343465045595
6,Ferrari,1956,Pre-V10,43,20,14,4,2,83.0,6,8.0,0.46511627906976744,0.32558139534883723,0.5348837209302326,0.5814059897953212,0.5828267477203648,0.29103343465045595
6,Ferrari,1957,Pre-V10,32,12,10,2,0,48.0,0,16.0,0.375,0.3125,0.625,0.6124343585896475,0.5828267477203648,0.29103343465045595
6,Ferrari,1958,Pre-V10,34,13,8,5,0,93.0,2,8.0,0.38235294117647056,0.23529411764705882,0.6176470588235294,0.5925102599179207,0.5828267477203648,0.29103343465045595
6,Ferrari,1959,Pre-V10,29,11,9,2,0,67.0,2,12.0,0.3793103448275862,0.3103448275862069,0.6206896551724138,0.6211122379986477,0.5828267477203648,0.29103343465045595
6,Ferrari,1960,Pre-V10,25,9,7,1,1,43.0,1,7.0,0.36,0.28,0.64,0.6261122379986478,0.5828267477203648,0.29103343465045595
6,Ferrari,1961,Pre-V10,27,9,5,4,0,99.0,5,12.0,0.3333333333333333,0.18518518518518517,0.6666666666666667,0.6424521072796935,0.5828267477203648,0.29103343465045595
6,Ferrari,1962,Pre-V10,21,9,5,3,1,30.0,0,7.0,0.42857142857142855,0.23809523809523808,0.5714285714285714,0.626031746031746,0.5828267477203648,0.29103343465045595
6,Ferrari,1963,Pre-V10,20,13,9,1,3,27.0,1,4.0,0.65,0.45,0.35,0.5293650793650794,0.5828267477203648,0.29103343465045595
6,Ferrari,1964,Pre-V10,22,8,8,0,0,64.0,3,1.0,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.5192640692640692,0.5828267477203648,0.29103343465045595
6,Ferrari,1965,Pre-V10,23,9,7,1,1,32.0,0,18.0,0.391304347826087,0.30434782608695654,0.6086956521739131,0.5316864295125164,0.5828267477203648,0.29103343465045595
6,Ferrari,1966,Pre-V10,16,8,4,2,2,42.0,2,1.0,0.5,0.25,0.5,0.5816864295125165,0.5828267477203648,0.29103343465045595
6,Ferrari,1967,Pre-V10,16,6,3,2,1,23.0,0,14.0,0.375,0.1875,0.625,0.5778985507246377,0.5828267477203648,0.29103343465045595
6,Ferrari,1968,Pre-V10,24,14,10,4,0,37.0,1,6.0,0.5833333333333334,0.4166666666666667,0.41666666666666663,0.5138888888888888,0.5828267477203648,0.29103343465045595
6,Ferrari,1969,Pre-V10,11,7,7,0,0,7.0,0,5.0,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.4684343434343434,0.5828267477203648,0.29103343465045595
6,Ferrari,1970,Pre-V10,25,8,7,1,0,76.0,4,0.0,0.32,0.28,0.6799999999999999,0.48676767676767674,0.5828267477203648,0.29103343465045595
6,Ferrari,1971,Pre-V10,28,16,11,4,1,44.0,2,0.0,0.5714285714285714,0.39285714285714285,0.4285714285714286,0.4907359307359307,0.5828267477203648,0.29103343465045595
6,Ferrari,1972,Pre-V10,30,10,7,3,0,47.0,1,0.0,0.3333333333333333,0.23333333333333334,0.6666666666666667,0.5917460317460318,0.5828267477203648,0.29103343465045595
6,Ferrari,1973,Pre-V10,19,5,4,1,0,14.0,0,0.0,0.2631578947368421,0.21052631578947367,0.736842105263158,0.6106934001670844,0.5828267477203648,0.29103343465045595
6,Ferrari,1974,Pre-V10,30,12,10,2,0,90.0,3,0.0,0.4,0.3333333333333333,0.6,0.6678362573099416,0.5828267477203648,0.29103343465045595
6,Ferrari,1975,Pre-V10,28,7,3,2,2,89.5,6,2.0,0.25,0.10714285714285714,0.75,0.6956140350877194,0.5828267477203648,0.29103343465045595
6,Ferrari,1976,Pre-V10,30,7,4,2,1,99.0,6,0.0,0.23333333333333334,0.13333333333333333,0.7666666666666666,0.7055555555555556,0.5828267477203648,0.29103343465045595
6,Ferrari,1977,Pre-V10,34,9,4,4,1,114.0,4,0.0,0.2647058823529412,0.11764705882352941,0.7352941176470589,0.7506535947712418,0.5828267477203648,0.29103343465045595
6,Ferrari,1978,Pre-V10,32,10,4,5,1,65.0,5,0.0,0.3125,0.125,0.6875,0.7298202614379085,0.5828267477203648,0.29103343465045595
6,Ferrari,1979,Pre-V10,30,6,5,1,0,113.0,6,4.0,0.2,0.16666666666666666,0.8,0.7409313725490195,0.5828267477203648,0.29103343465045595
6,Ferrari,1980,Pre-V10,28,12,8,2,2,8.0,0,2.0,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.6863095238095238,0.5828267477203648,0.29103343465045595
6,Ferrari,1981,Pre-V10,30,16,10,5,1,34.0,2,1.0,0.5333333333333333,0.3333333333333333,0.4666666666666667,0.6126984126984126,0.5828267477203648,0.29103343465045595
6,Ferrari,1982,Pre-V10,27,11,3,4,4,74.0,3,18.0,0.4074074074074074,0.1111111111111111,0.5925925925925926,0.5435626102292769,0.5828267477203648,0.29103343465045595
6,Ferrari,1983,Pre-V10,30,10,8,2,0,89.0,4,0.0,0.3333333333333333,0.26666666666666666,0.6666666666666667,0.5753086419753087,0.5828267477203648,0.29103343465045595
6,Ferrari,1984,Pre-V10,32,14,12,2,0,57.5,1,6.0,0.4375,0.375,0.5625,0.6072530864197531,0.5828267477203648,0.29103343465045595
6,Ferrari,1985,Pre-V10,32,13,10,3,0,82.0,2,9.0,0.40625,0.3125,0.59375,0.607638888888889,0.5828267477203648,0.29103343465045595
6,Ferrari,1986,Pre-V10,32,18,15,3,0,37.0,0,1.0,0.5625,0.46875,0.4375,0.53125,0.5828267477203648,0.29103343465045595
6,Ferrari,1987,Pre-V10,32,21,19,2,0,53.0,2,5.0,0.65625,0.59375,0.34375,0.4583333333333333,0.5828267477203648,0.29103343465045595
6,Ferrari,1988,Pre-V10,32,13,8,4,1,65.0,1,0.0,0.40625,0.25,0.59375,0.4583333333333333,0.5828267477203648,0.29103343465045595
6,Ferrari,1989,Pre-V10,30,21,12,7,2,59.0,3,1.0,0.7,0.4,0.30000000000000004,0.41250000000000003,0.5828267477203648,0.29103343465045595
6,Ferrari,1990,Pre-V10,32,13,11,2,0,110.0,6,2.0,0.40625,0.34375,0.59375,0.49583333333333335,0.5828267477203648,0.29103343465045595
6,Ferrari,1991,Pre-V10,32,16,11,5,0,55.5,0,0.0,0.5,0.34375,0.5,0.46458333333333335,0.5828267477203648,0.29103343465045595
6,Ferrari,1992,Pre-V10,32,21,12,8,1,21.0,0,1.0,0.65625,0.375,0.34375,0.4791666666666667,0.5828267477203648,0.29103343465045595
6,Ferrari,1993,Pre-V10,32,19,14,5,0,28.0,0,9.0,0.59375,0.4375,0.40625,0.4166666666666667,0.5828267477203648,0.29103343465045595
6,Ferrari,1994,Pre-V10,32,15,12,3,0,71.0,1,0.0,0.46875,0.375,0.53125,0.4270833333333333,0.5828267477203648,0.29103343465045595
6,Ferrari,1995,V10,34,15,12,3,0,73.0,1,0.0,0.4411764705882353,0.35294117647058826,0.5588235294117647,0.4987745098039216,0.760752688172043,0.1424731182795699
6,Ferrari,1996,V10,32,18,13,5,0,70.0,3,8.0,0.5625,0.40625,0.4375,0.5091911764705882,0.760752688172043,0.1424731182795699
6,Ferrari,1997,V10,34,11,4,7,0,102.0,5,2.0,0.3235294117647059,0.11764705882352941,0.6764705882352942,0.5575980392156863,0.760752688172043,0.1424731182795699
6,Ferrari,1998,V10,32,6,3,3,0,133.0,6,1.0,0.1875,0.09375,0.8125,0.6421568627450981,0.760752688172043,0.1424731182795699
6,Ferrari,1999,V10,32,4,3,1,0,128.0,6,0.0,0.125,0.09375,0.875,0.7879901960784315,0.760752688172043,0.1424731182795699
6,Ferrari,2000,V10,34,8,5,3,0,170.0,10,0.0,0.23529411764705882,0.14705882352941177,0.7647058823529411,0.8174019607843137,0.760752688172043,0.1424731182795699
6,Ferrari,2001,V10,34,6,4,2,0,179.0,9,0.0,0.17647058823529413,0.11764705882352941,0.8235294117647058,0.8210784313725489,0.760752688172043,0.1424731182795699
6,Ferrari,2002,V10,34,5,4,1,0,221.0,15,0.0,0.14705882352941177,0.11764705882352941,0.8529411764705882,0.8137254901960783,0.760752688172043,0.1424731182795699
6,Ferrari,2003,V10,32,6,2,4,0,158.0,8,0.0,0.1875,0.0625,0.8125,0.829656862745098,0.760752688172043,0.1424731182795699
6,Ferrari,2004,V10,36,2,0,2,0,262.0,15,0.0,0.05555555555555555,0.0,0.9444444444444444,0.8699618736383442,0.760752688172043,0.1424731182795699
6,Ferrari,2005,V10,38,8,3,3,2,100.0,1,0.0,0.21052631578947367,0.07894736842105263,0.7894736842105263,0.8488060428849903,0.760752688172043,0.1424731182795699
6,Ferrari,2006,V8,36,5,1,3,1,201.0,9,4.0,0.1388888888888889,0.027777777777777776,0.8611111111111112,0.865009746588694,0.8775510204081632,0.05442176870748299
6,Ferrari,2007,V8,34,4,3,0,1,204.0,9,0.0,0.11764705882352941,0.08823529411764706,0.8823529411764706,0.8443125788327027,0.8775510204081632,0.05442176870748299
6,Ferrari,2008,V8,36,8,4,4,0,172.0,8,4.0,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.8404139433551198,0.8775510204081632,0.05442176870748299
6,Ferrari,2009,V8,34,6,5,0,1,70.0,1,0.0,0.17647058823529413,0.14705882352941177,0.8235294117647058,0.8278867102396514,0.8775510204081632,0.05442176870748299
6,Ferrari,2010,V8,38,3,1,2,0,396.0,5,0.0,0.07894736842105263,0.02631578947368421,0.9210526315789473,0.840786607040477,0.8775510204081632,0.05442176870748299
6,Ferrari,2011,V8,38,4,2,2,0,375.0,1,0.0,0.10526315789473684,0.05263157894736842,0.8947368421052632,0.8797729618163054,0.8775510204081632,0.05442176870748299
6,Ferrari,2012,V8,40,3,0,3,0,400.0,3,0.0,0.075,0.0,0.925,0.9135964912280702,0.8775510204081632,0.05442176870748299
6,Ferrari,2013,V8,38,3,0,3,0,354.0,2,0.0,0.07894736842105263,0.0,0.9210526315789473,0.9135964912280702,0.8775510204081632,0.05442176870748299
6,Ferrari,2014,Hybrid,38,3,2,1,0,216.0,0,0.0,0.07894736842105263,0.05263157894736842,0.9210526315789473,0.9223684210526315,0.8481012658227848,0.06962025316455696
6,Ferrari,2015,Hybrid,38,7,4,3,0,428.0,3,0.0,0.18421052631578946,0.10526315789473684,0.8157894736842105,0.8859649122807017,0.8481012658227848,0.06962025316455696
6,Ferrari,2016,Hybrid,42,8,4,4,0,398.0,0,0.0,0.19047619047619047,0.09523809523809523,0.8095238095238095,0.8487886382623225,0.8481012658227848,0.06962025316455696
6,Ferrari,2017,Hybrid,40,6,1,3,2,522.0,5,0.0,0.15,0.025,0.85,0.8251044277360067,0.8481012658227848,0.06962025316455696
7,Toyota,2002,V10,34,16,11,4,1,2.0,0,0.0,0.47058823529411764,0.3235294117647059,0.5294117647058824,0.5294117647058824,0.6714285714285715,0.17857142857142858
7,Toyota,2003,V10,32,12,8,4,0,16.0,0,0.0,0.375,0.25,0.625,0.5772058823529411,0.6714285714285715,0.17857142857142858
7,Toyota,2004,V10,36,12,5,4,3,9.0,0,1.0,0.3333333333333333,0.1388888888888889,0.6666666666666667,0.6070261437908497,0.6714285714285715,0.17857142857142858
7,Toyota,2005,V10,38,6,1,3,2,88.0,0,6.0,0.15789473684210525,0.02631578947368421,0.8421052631578947,0.7112573099415206,0.6714285714285715,0.17857142857142858
7,Toyota,2006,V8,36,13,10,2,1,35.0,0,0.0,0.3611111111111111,0.2777777777777778,0.6388888888888888,0.7158869395711501,0.75,0.12142857142857143
7,Toyota,2007,V8,34,10,3,5,2,13.0,0,0.0,0.29411764705882354,0.08823529411764706,0.7058823529411764,0.7289588349959866,0.75,0.12142857142857143
7,Toyota,2008,V8,36,7,3,3,1,56.0,0,1.0,0.19444444444444445,0.08333333333333333,0.8055555555555556,0.7167755991285403,0.75,0.12142857142857143
7,Toyota,2009,V8,34,5,1,3,1,59.5,0,0.0,0.14705882352941177,0.029411764705882353,0.8529411764705882,0.7881263616557733,0.75,0.12142857142857143
8,Super Aguri,2006,V8,36,19,13,5,1,0.0,0,0.0,0.5277777777777778,0.3611111111111111,0.4722222222222222,0.4722222222222222,0.5897435897435898,0.2564102564102564
8,Super Aguri,2007,V8,34,10,5,4,1,4.0,0,0.0,0.29411764705882354,0.14705882352941177,0.7058823529411764,0.5890522875816993,0.5897435897435898,0.2564102564102564
8,Super Aguri,2008,V8,8,3,2,1,0,0.0,0,0.0,0.375,0.25,0.625,0.6010348583877995,0.5897435897435898,0.2564102564102564
9,Red Bull,2005,V10,38,11,3,6,2,34.0,0,0.0,0.2894736842105263,0.07894736842105263,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.07894736842105263
9,Red Bull,2006,V8,36,13,9,4,0,16.0,0,0.0,0.3611111111111111,0.25,0.6388888888888888,0.6747076023391813,0.7993197278911565,0.11224489795918367
9,Red Bull,2007,V8,34,14,10,4,0,24.0,0,0.0,0.4117647058823529,0.29411764705882354,0.5882352941176471,0.6458834995986699,0.7993197278911565,0.11224489795918367
9,Red Bull,2008,V8,36,8,2,6,0,29.0,0,0.0,0.2222222222222222,0.05555555555555555,0.7777777777777778,0.6683006535947712,0.7993197278911565,0.11224489795918367
9,Red Bull,2009,V8,34,7,3,4,0,153.5,6,0.0,0.20588235294117646,0.08823529411764706,0.7941176470588236,0.7200435729847495,0.7993197278911565,0.11224489795918367
9,Red Bull,2010,V8,38,5,2,3,0,498.0,9,0.0,0.13157894736842105,0.05263157894736842,0.868421052631579,0.8134388258227268,0.7993197278911565,0.11224489795918367
9,Red Bull,2011,V8,38,2,0,1,1,650.0,12,0.0,0.05263157894736842,0.0,0.9473684210526316,0.869969040247678,0.7993197278911565,0.11224489795918367
9,Red Bull,2012,V8,40,5,4,1,0,460.0,7,0.0,0.125,0.1,0.875,0.8969298245614036,0.7993197278911565,0.11224489795918367
9,Red Bull,2013,V8,38,5,3,1,1,596.0,13,0.0,0.13157894736842105,0.07894736842105263,0.868421052631579,0.8969298245614036,0.7993197278911565,0.11224489795918367
9,Red Bull,2014,Hybrid,38,6,5,0,1,405.0,3,0.0,0.15789473684210525,0.13157894736842105,0.8421052631578947,0.8618421052631579,0.8227848101265822,0.12025316455696203
9,Red Bull,2015,Hybrid,38,6,4,1,1,187.0,0,0.0,0.15789473684210525,0.10526315789473684,0.8421052631578947,0.850877192982456,0.8227848101265822,0.12025316455696203
9,Red Bull,2016,Hybrid,42,3,1,1,1,468.0,2,0.0,0.07142857142857142,0.023809523809523808,0.9285714285714286,0.8709273182957394,0.8227848101265822,0.12025316455696203
9,Red Bull,2017,Hybrid,40,13,9,4,0,368.0,3,0.0,0.325,0.225,0.675,0.8152255639097744,0.8227848101265822,0.12025316455696203
10,Force India,2008,V8,36,18,8,10,0,0.0,0,0.0,0.5,0.2222222222222222,0.5,0.5,0.7455357142857143,0.09375
10,Force India,2009,V8,34,8,3,5,0,13.0,0,0.0,0.23529411764705882,0.08823529411764706,0.7647058823529411,0.6323529411764706,0.7455357142857143,0.09375
10,Force India,2010,V8,38,11,4,7,0,68.0,0,0.0,0.2894736842105263,0.10526315789473684,0.7105263157894737,0.6584107327141383,0.7455357142857143,0.09375
10,Force India,2011,V8,38,4,1,2,1,69.0,0,0.0,0.10526315789473684,0.02631578947368421,0.8947368421052632,0.7899896800825593,0.7455357142857143,0.09375
10,Force India,2012,V8,40,5,1,4,0,109.0,0,0.0,0.125,0.025,0.875,0.8267543859649122,0.7455357142857143,0.09375
10,Force India,2013,V8,38,11,4,7,0,77.0,0,0.0,0.2894736842105263,0.10526315789473684,0.7105263157894737,0.8267543859649122,0.7455357142857143,0.09375
10,Force India,2014,Hybrid,38,7,1,5,1,155.0,0,0.0,0.18421052631578946,0.02631578947368421,0.8157894736842105,0.8004385964912281,0.8544303797468354,0.056962025316455694
10,Force India,2015,Hybrid,38,7,4,3,0,136.0,0,0.0,0.18421052631578946,0.10526315789473684,0.8157894736842105,0.7807017543859649,0.8544303797468354,0.056962025316455694
10,Force India,2016,Hybrid,42,6,3,3,0,173.0,0,0.0,0.14285714285714285,0.07142857142857142,0.8571428571428572,0.8295739348370929,0.8544303797468354,0.056962025316455694
10,Force India,2017,Hybrid,40,3,1,1,1,187.0,0,0.0,0.075,0.025,0.925,0.8659774436090225,0.8544303797468354,0.056962025316455694
11,Honda,1964,Pre-V10,3,3,2,1,0,0.0,0,0.0,1.0,0.6666666666666666,0.0,0.0,0.3913043478260869,0.5
11,Honda,1965,Pre-V10,14,8,8,0,0,13.0,1,0.0,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.2142857142857143,0.3913043478260869,0.5
11,Honda,1966,Pre-V10,5,3,1,1,1,3.0,0,5.0,0.6,0.2,0.4,0.2761904761904762,0.3913043478260869,0.5
11,Honda,1967,Pre-V10,9,4,4,0,0,20.0,1,5.0,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.4613756613756614,0.3913043478260869,0.5
11,Honda,1968,Pre-V10,15,10,8,2,0,14.0,0,15.0,0.6666666666666666,0.5333333333333333,0.33333333333333337,0.42962962962962964,0.3913043478260869,0.5
11,Honda,2006,V8,36,7,6,1,0,86.0,1,0.0,0.19444444444444445,0.16666666666666666,0.8055555555555556,0.5648148148148149,0.7641509433962264,0.1320754716981132
11,Honda,2007,V8,34,9,6,3,0,6.0,0,0.0,0.2647058823529412,0.17647058823529413,0.7352941176470589,0.6247276688453159,0.7641509433962264,0.1320754716981132
11,Honda,2008,V8,36,9,2,6,1,14.0,0,0.0,0.25,0.05555555555555555,0.75,0.7636165577342048,0.7641509433962264,0.1320754716981132
12,Spyker,2007,V8,34,16,7,8,1,1.0,0,0.0,0.47058823529411764,0.20588235294117646,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.20588235294117646
13,MF1,2006,V8,28,12,5,5,2,0.0,0,0.0,0.42857142857142855,0.17857142857142858,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.17857142857142858
14,Spyker MF1,2006,V8,8,3,2,1,0,0.0,0,0.0,0.375,0.25,0.625,0.625,0.625,0.25
15,Sauber,1993,Pre-V10,32,20,14,6,0,12.0,0,12.0,0.625,0.4375,0.375,0.375,0.3650793650793651,0.3968253968253968
15,Sauber,1994,Pre-V10,31,20,11,7,2,12.0,0,0.0,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.3649193548387097,0.3650793650793651,0.3968253968253968
15,Sauber,1995,V10,34,13,7,5,1,18.0,0,0.0,0.38235294117647056,0.20588235294117646,0.6176470588235294,0.44916192283364964,0.6263440860215054,0.1827956989247312
15,Sauber,1996,V10,32,19,11,6,2,11.0,0,15.0,0.59375,0.34375,0.40625,0.4595785895003163,0.6263440860215054,0.1827956989247312
15,Sauber,1997,V10,34,11,3,7,1,16.0,0,0.0,0.3235294117647059,0.08823529411764706,0.6764705882352942,0.5667892156862745,0.6263440860215054,0.1827956989247312
15,Sauber,1998,V10,32,14,5,7,2,10.0,0,1.0,0.4375,0.15625,0.5625,0.548406862745098,0.6263440860215054,0.1827956989247312
15,Sauber,1999,V10,32,21,11,10,0,5.0,0,0.0,0.65625,0.34375,0.34375,0.5275735294117646,0.6263440860215054,0.1827956989247312
15,Sauber,2000,V10,34,12,4,5,3,6.0,0,1.0,0.35294117647058826,0.11764705882352941,0.6470588235294117,0.5177696078431372,0.6263440860215054,0.1827956989247312
15,Sauber,2001,V10,34,13,6,7,0,21.0,0,0.0,0.38235294117647056,0.17647058823529413,0.6176470588235294,0.5361519607843137,0.6263440860215054,0.1827956989247312
15,Sauber,2002,V10,34,11,4,7,0,11.0,0,0.0,0.3235294117647059,0.11764705882352941,0.6764705882352942,0.6470588235294118,0.6263440860215054,0.1827956989247312
15,Sauber,2003,V10,32,11,9,2,0,19.0,0,0.0,0.34375,0.28125,0.65625,0.6501225490196079,0.6263440860215054,0.1827956989247312
15,Sauber,2004,V10,36,5,2,3,0,34.0,0,0.0,0.1388888888888889,0.05555555555555555,0.8611111111111112,0.7312772331154683,0.6263440860215054,0.1827956989247312
15,Sauber,2005,V10,38,9,6,1,2,20.0,0,0.0,0.23684210526315788,0.15789473684210525,0.7631578947368421,0.7601730019493177,0.6263440860215054,0.1827956989247312
15,Sauber,2010,V8,38,16,9,7,0,44.0,0,0.0,0.42105263157894735,0.23684210526315788,0.5789473684210527,0.7344054580896686,0.7337662337662338,0.11038961038961038
15,Sauber,2011,V8,38,9,4,2,3,44.0,0,0.0,0.23684210526315788,0.10526315789473684,0.7631578947368421,0.7017543859649124,0.7337662337662338,0.11038961038961038
15,Sauber,2012,V8,40,10,1,8,1,126.0,0,0.0,0.25,0.025,0.75,0.6973684210526315,0.7337662337662338,0.11038961038961038
15,Sauber,2013,V8,38,6,3,3,0,57.0,0,0.0,0.15789473684210525,0.07894736842105263,0.8421052631578947,0.7850877192982457,0.7337662337662338,0.11038961038961038
15,Sauber,2014,Hybrid,38,15,6,7,2,0.0,0,0.0,0.39473684210526316,0.15789473684210525,0.6052631578947368,0.7324561403508771,0.740506329113924,0.10759493670886076
15,Sauber,2015,Hybrid,38,6,2,2,2,36.0,0,0.0,0.15789473684210525,0.05263157894736842,0.8421052631578947,0.763157894736842,0.740506329113924,0.10759493670886076
15,Sauber,2016,Hybrid,42,9,5,3,1,2.0,0,0.0,0.21428571428571427,0.11904761904761904,0.7857142857142857,0.7443609022556391,0.740506329113924,0.10759493670886076
15,Sauber,2017,Hybrid,40,11,4,7,0,5.0,0,0.0,0.275,0.1,0.725,0.7842731829573935,0.740506329113924,0.10759493670886076
16,BAR,1999,V10,32,23,18,4,1,0.0,0,3.0,0.71875,0.5625,0.28125,0.28125,0.5677966101694916,0.3093220338983051
16,BAR,2000,V10,34,12,6,6,0,20.0,0,0.0,0.35294117647058826,0.17647058823529413,0.6470588235294117,0.46415441176470584,0.5677966101694916,0.3093220338983051
16,BAR,2001,V10,34,12,9,3,0,17.0,0,0.0,0.35294117647058826,0.2647058823529412,0.6470588235294117,0.5251225490196078,0.5677966101694916,0.3093220338983051
16,BAR,2002,V10,34,19,16,3,0,7.0,0,2.0,0.5588235294117647,0.47058823529411764,0.4411764705882353,0.5784313725490196,0.5677966101694916,0.3093220338983051
